Cluster,region,technology,Resource,Zone,EndCap,EndEnergyCap,EndChargeCap,NewCap,RetCap,NewEnergyCap,RetEnergyCap,NewChargeCap,RetChargeCap,iter,CPA_ID,lcoe,Area,latitude,longitude,interconnect_annuity,state,m_landcover,m_primeFarmland,exFacil,plFacil,m_HMI,m_popden,cpa_mw
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,71426,34.679253,16.50000008,43.421247651407775,-72.75872233,20277.24,Vermont,41,0,0,0,0.236838257,9.939393939,2.2275
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70658,34.84115,58.75000042,44.78296376739654,-70.80116252,21538.61,Maine,42,0,0,0,0.0403803342517,0,95.175
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70674,34.959393,55.49999963,44.833329417298295,-70.67501355,21884.557,Maine,42,0,0,0,0.0345536526549,0.0585585585586,89.91
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70805,35.010925,21.99999975,45.4364441958592,-70.6411134,31854.254,Maine,42,0,0,0,0.017211185,1.784090909,11.88
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,72067,35.041103,63.00000023,42.20120760464674,-72.92824919,7689.1816,Massachusetts,43,0,0,0,0.549522135,7.662698413,8.505
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,71915,35.54526,37.9999996,42.01168630225011,-72.21361881,7966.3257,Connecticut,41,0,0,0,0.642306418,8.828947368,5.13
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70671,35.68666,29.75000036,44.92910461091292,-71.1870933,28733.791,New Hampshire,41,0,0,0,0.0688173325435,0,48.195
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70155,35.775547,56.00000061,46.212348487302414,-69.70764961,27850.793,Maine,43,0,0,0,0.0177187743518,0,90.72
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70511,35.819897,47.24999994,45.40724170618778,-68.01251198,16547.12,Maine,43,1,0,0,0.0295804781376,0.592592593,76.545
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,71694,35.856613,55.50000058,43.49020745218651,-72.21134439,25022.105,New Hampshire,42,0,0,0,0.222941915,0.851351351,89.91
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,71699,35.8654,17.50000029,43.53716861589514,-72.17719381,14124.621,New Hampshire,43,1,0,0,0.282604251,5.042857143,2.3625
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70787,35.9239,53.00000023,45.33786885715895,-70.58430235,29769.074,Maine,42,0,1,0,0.030900802,0.212264151,85.86
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,70179,36.069202,53.99999899,46.109457593990975,-68.45258369,22485.453,Maine,43,1,0,0,0.0310973391006,0.282407407,87.48
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,72063,36.108788,28.00000021,42.1473538868234,-72.99572712,12327.255,Massachusetts,43,0,0,0,0.531149353,4.276785714,7.56
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,71797,36.17342,49.49999993,43.187604219049625,-72.93979152,19302.506,Vermont,41,1,0,0,0.232790915,5.661616162,6.6825
2,NENG_Rest,LandbasedWind,NENG_Rest_landbasedwind_class1_moderate_2,1,6450.896567688283,0,0,6450.896567688283,0,0,0,0,0,1,72059,36.3414,38.25000001,42.07626211267867,-73.00980094,10513.107,Massachusetts,43,0,0,0,0.557591572,4.254901961,10.3275
