"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"10/13/2022 00:00:00","EDT","CAPITL",61757,1110.6284
"10/13/2022 00:00:00","EDT","CENTRL",61754,1313.9081
"10/13/2022 00:00:00","EDT","DUNWOD",61760,468.5847
"10/13/2022 00:00:00","EDT","GENESE",61753,894.1392
"10/13/2022 00:00:00","EDT","HUD VL",61758,785.0057
"10/13/2022 00:00:00","EDT","LONGIL",61762,1631.7198
"10/13/2022 00:00:00","EDT","MHK VL",61756,630.7851
"10/13/2022 00:00:00","EDT","MILLWD",61759,244.6085
"10/13/2022 00:00:00","EDT","N.Y.C.",61761,4285.6687
"10/13/2022 00:00:00","EDT","NORTH",61755,600.1475
"10/13/2022 00:00:00","EDT","WEST",61752,1333.9631
"10/13/2022 01:00:00","EDT","CAPITL",61757,1085.6523
"10/13/2022 01:00:00","EDT","CENTRL",61754,1280.2214
"10/13/2022 01:00:00","EDT","DUNWOD",61760,450.4698
"10/13/2022 01:00:00","EDT","GENESE",61753,873.0688
"10/13/2022 01:00:00","EDT","HUD VL",61758,757.7967
"10/13/2022 01:00:00","EDT","LONGIL",61762,1562.3114
"10/13/2022 01:00:00","EDT","MHK VL",61756,609.4369
"10/13/2022 01:00:00","EDT","MILLWD",61759,232.7422
"10/13/2022 01:00:00","EDT","N.Y.C.",61761,4112.2363
"10/13/2022 01:00:00","EDT","NORTH",61755,594.7222
"10/13/2022 01:00:00","EDT","WEST",61752,1316.0406
"10/13/2022 02:00:00","EDT","CAPITL",61757,1067.1933
"10/13/2022 02:00:00","EDT","CENTRL",61754,1255.1028
"10/13/2022 02:00:00","EDT","DUNWOD",61760,437.2208
"10/13/2022 02:00:00","EDT","GENESE",61753,858.4684
"10/13/2022 02:00:00","EDT","HUD VL",61758,738.0045
"10/13/2022 02:00:00","EDT","LONGIL",61762,1519.0657
"10/13/2022 02:00:00","EDT","MHK VL",61756,598.0633
"10/13/2022 02:00:00","EDT","MILLWD",61759,229.5099
"10/13/2022 02:00:00","EDT","N.Y.C.",61761,3995.8957
"10/13/2022 02:00:00","EDT","NORTH",61755,594.2068
"10/13/2022 02:00:00","EDT","WEST",61752,1292.8939
"10/13/2022 03:00:00","EDT","CAPITL",61757,1067.0804
"10/13/2022 03:00:00","EDT","CENTRL",61754,1251.832
"10/13/2022 03:00:00","EDT","DUNWOD",61760,431.3888
"10/13/2022 03:00:00","EDT","GENESE",61753,855.2978
"10/13/2022 03:00:00","EDT","HUD VL",61758,731.3671
"10/13/2022 03:00:00","EDT","LONGIL",61762,1513.3622
"10/13/2022 03:00:00","EDT","MHK VL",61756,596.6639
"10/13/2022 03:00:00","EDT","MILLWD",61759,229.1898
"10/13/2022 03:00:00","EDT","N.Y.C.",61761,3937.7121
"10/13/2022 03:00:00","EDT","NORTH",61755,596.7811
