"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"03/29/2022 00:00:00","EDT","CAPITL",61757,1300.3147
"03/29/2022 00:00:00","EDT","CENTRL",61754,1814.9161
"03/29/2022 00:00:00","EDT","DUNWOD",61760,603.2222
"03/29/2022 00:00:00","EDT","GENESE",61753,1063.3628
"03/29/2022 00:00:00","EDT","HUD VL",61758,1038.2033
"03/29/2022 00:00:00","EDT","LONGIL",61762,2092.9122
"03/29/2022 00:00:00","EDT","MHK VL",61756,879.8622
"03/29/2022 00:00:00","EDT","MILLWD",61759,317.1044
"03/29/2022 00:00:00","EDT","N.Y.C.",61761,5083.4513
"03/29/2022 00:00:00","EDT","NORTH",61755,723.636
"03/29/2022 00:00:00","EDT","WEST",61752,1693.8061
"03/29/2022 01:00:00","EDT","CAPITL",61757,1277.6385
"03/29/2022 01:00:00","EDT","CENTRL",61754,1777.9088
"03/29/2022 01:00:00","EDT","DUNWOD",61760,589.6265
"03/29/2022 01:00:00","EDT","GENESE",61753,1038.2631
"03/29/2022 01:00:00","EDT","HUD VL",61758,1010.9702
"03/29/2022 01:00:00","EDT","LONGIL",61762,2028.5535
"03/29/2022 01:00:00","EDT","MHK VL",61756,861.9349
"03/29/2022 01:00:00","EDT","MILLWD",61759,307.4972
"03/29/2022 01:00:00","EDT","N.Y.C.",61761,4893.8343
"03/29/2022 01:00:00","EDT","NORTH",61755,722.187
"03/29/2022 01:00:00","EDT","WEST",61752,1666.8343
"03/29/2022 02:00:00","EDT","CAPITL",61757,1274.3642
"03/29/2022 02:00:00","EDT","CENTRL",61754,1746.1655
"03/29/2022 02:00:00","EDT","DUNWOD",61760,574.0561
"03/29/2022 02:00:00","EDT","GENESE",61753,1026.2722
"03/29/2022 02:00:00","EDT","HUD VL",61758,996.5462
"03/29/2022 02:00:00","EDT","LONGIL",61762,1984.9856
"03/29/2022 02:00:00","EDT","MHK VL",61756,857.4564
"03/29/2022 02:00:00","EDT","MILLWD",61759,299.3843
"03/29/2022 02:00:00","EDT","N.Y.C.",61761,4731.1827
"03/29/2022 02:00:00","EDT","NORTH",61755,725.3217
"03/29/2022 02:00:00","EDT","WEST",61752,1653.4979
