"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"07/23/2022 00:00:00","EDT","CAPITL",61757,1659.3043
"07/23/2022 00:00:00","EDT","CENTRL",61754,1836.6131
"07/23/2022 00:00:00","EDT","DUNWOD",61760,842.3196
"07/23/2022 00:00:00","EDT","GENESE",61753,1257.5892
"07/23/2022 00:00:00","EDT","HUD VL",61758,1269.5588
"07/23/2022 00:00:00","EDT","LONGIL",61762,3177.1753
"07/23/2022 00:00:00","EDT","MHK VL",61756,919.4537
"07/23/2022 00:00:00","EDT","MILLWD",61759,408.0426
"07/23/2022 00:00:00","EDT","N.Y.C.",61761,7515.2825
"07/23/2022 00:00:00","EDT","NORTH",61755,659.2212
"07/23/2022 00:00:00","EDT","WEST",61752,1726.8496
"07/23/2022 01:00:00","EDT","CAPITL",61757,1577.1834
"07/23/2022 01:00:00","EDT","CENTRL",61754,1736.5325
"07/23/2022 01:00:00","EDT","DUNWOD",61760,799.4508
"07/23/2022 01:00:00","EDT","GENESE",61753,1175.9601
"07/23/2022 01:00:00","EDT","HUD VL",61758,1178.6119
"07/23/2022 01:00:00","EDT","LONGIL",61762,2974.492
"07/23/2022 01:00:00","EDT","MHK VL",61756,879.5229
"07/23/2022 01:00:00","EDT","MILLWD",61759,383.6574
"07/23/2022 01:00:00","EDT","N.Y.C.",61761,7249.0282
"07/23/2022 01:00:00","EDT","NORTH",61755,641.4626
"07/23/2022 01:00:00","EDT","WEST",61752,1630.5945
"07/23/2022 02:00:00","EDT","CAPITL",61757,1518.8071
"07/23/2022 02:00:00","EDT","CENTRL",61754,1675.4436
"07/23/2022 02:00:00","EDT","DUNWOD",61760,761.2023
"07/23/2022 02:00:00","EDT","GENESE",61753,1119.661
"07/23/2022 02:00:00","EDT","HUD VL",61758,1115.0065
"07/23/2022 02:00:00","EDT","LONGIL",61762,2823.4965
"07/23/2022 02:00:00","EDT","MHK VL",61756,841.0362
"07/23/2022 02:00:00","EDT","MILLWD",61759,374.1956
"07/23/2022 02:00:00","EDT","N.Y.C.",61761,7022.5622
"07/23/2022 02:00:00","EDT","NORTH",61755,643.2486
"07/23/2022 02:00:00","EDT","WEST",61752,1565.7713
"07/23/2022 03:00:00","EDT","CAPITL",61757,1466.7331
"07/23/2022 03:00:00","EDT","CENTRL",61754,1636.6047
"07/23/2022 03:00:00","EDT","DUNWOD",61760,731.8187
"07/23/2022 03:00:00","EDT","GENESE",61753,1078.2928
"07/23/2022 03:00:00","EDT","HUD VL",61758,1072.4466
"07/23/2022 03:00:00","EDT","LONGIL",61762,2709.8778
"07/23/2022 03:00:00","EDT","MHK VL",61756,794.3882
"07/23/2022 03:00:00","EDT","MILLWD",61759,350.2659
"07/23/2022 03:00:00","EDT","N.Y.C.",61761,6831.7484
"07/23/2022 03:00:00","EDT","NORTH",61755,643.2046
"07/23/2022 03:00:00","EDT","WEST",61752,1518.5032
"07/23/2022 04:00:00","EDT","CAPITL",61757,1441.6899
"07/23/2022 04:00:00","EDT","CENTRL",61754,1624.0514
"07/23/2022 04:00:00","EDT","DUNWOD",61760,714.7379
"07/23/2022 04:00:00","EDT","GENESE",61753,1049.8976
"07/23/2022 04:00:00","EDT","HUD VL",61758,1047.5687
"07/23/2022 04:00:00","EDT","LONGIL",61762,2636.166
"07/23/2022 04:00:00","EDT","MHK VL",61756,780.6819
"07/23/2022 04:00:00","EDT","MILLWD",61759,342.3182
"07/23/2022 04:00:00","EDT","N.Y.C.",61761,6700.8315
"07/23/2022 04:00:00","EDT","NORTH",61755,641.7743
"07/23/2022 04:00:00","EDT","WEST",61752,1501.6587
