"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"12/13/2021 00:00:00","EST","CAPITL",61757,1172.0178
"12/13/2021 00:00:00","EST","CENTRL",61754,1636.0999
"12/13/2021 00:00:00","EST","DUNWOD",61760,601.2131
"12/13/2021 00:00:00","EST","GENESE",61753,947.2819
"12/13/2021 00:00:00","EST","HUD VL",61758,927.6496
"12/13/2021 00:00:00","EST","LONGIL",61762,1846.7101
"12/13/2021 00:00:00","EST","MHK VL",61756,773.7152
"12/13/2021 00:00:00","EST","MILLWD",61759,269.7759
"12/13/2021 00:00:00","EST","N.Y.C.",61761,4423.7581
"12/13/2021 00:00:00","EST","NORTH",61755,607.8931
"12/13/2021 00:00:00","EST","WEST",61752,1490.0632
"12/13/2021 01:00:00","EST","CAPITL",61757,1145.4181
"12/13/2021 01:00:00","EST","CENTRL",61754,1604.5478
"12/13/2021 01:00:00","EST","DUNWOD",61760,574.5494
"12/13/2021 01:00:00","EST","GENESE",61753,925.3934
"12/13/2021 01:00:00","EST","HUD VL",61758,898.6328
"12/13/2021 01:00:00","EST","LONGIL",61762,1768.8547
"12/13/2021 01:00:00","EST","MHK VL",61756,761.6651
"12/13/2021 01:00:00","EST","MILLWD",61759,261.2452
"12/13/2021 01:00:00","EST","N.Y.C.",61761,4272.4184
"12/13/2021 01:00:00","EST","NORTH",61755,602.1997
"12/13/2021 01:00:00","EST","WEST",61752,1461.4951
"12/13/2021 02:00:00","EST","CAPITL",61757,1137.4882
"12/13/2021 02:00:00","EST","CENTRL",61754,1582.7751
"12/13/2021 02:00:00","EST","DUNWOD",61760,565.7138
"12/13/2021 02:00:00","EST","GENESE",61753,917.5705
"12/13/2021 02:00:00","EST","HUD VL",61758,885.1766
"12/13/2021 02:00:00","EST","LONGIL",61762,1726.4565
"12/13/2021 02:00:00","EST","MHK VL",61756,758.7329
"12/13/2021 02:00:00","EST","MILLWD",61759,253.9301
"12/13/2021 02:00:00","EST","N.Y.C.",61761,4164.3224
"12/13/2021 02:00:00","EST","NORTH",61755,598.9299
"12/13/2021 02:00:00","EST","WEST",61752,1444.7192
"12/13/2021 03:00:00","EST","CAPITL",61757,1145.8644
"12/13/2021 03:00:00","EST","CENTRL",61754,1586.2749
"12/13/2021 03:00:00","EST","DUNWOD",61760,559.9657
"12/13/2021 03:00:00","EST","GENESE",61753,916.5139
"12/13/2021 03:00:00","EST","HUD VL",61758,883.6481
"12/13/2021 03:00:00","EST","LONGIL",61762,1715.9731
"12/13/2021 03:00:00","EST","MHK VL",61756,750.6814
"12/13/2021 03:00:00","EST","MILLWD",61759,254.1508
"12/13/2021 03:00:00","EST","N.Y.C.",61761,4133.9022
"12/13/2021 03:00:00","EST","NORTH",61755,601.1683
"12/13/2021 03:00:00","EST","WEST",61752,1438.5671
"12/13/2021 04:00:00","EST","CAPITL",61757,1172.9127
"12/13/2021 04:00:00","EST","CENTRL",61754,1623.1044
"12/13/2021 04:00:00","EST","DUNWOD",61760,568.3523
"12/13/2021 04:00:00","EST","GENESE",61753,945.4782
"12/13/2021 04:00:00","EST","HUD VL",61758,898.5955
"12/13/2021 04:00:00","EST","LONGIL",61762,1755.2411
"12/13/2021 04:00:00","EST","MHK VL",61756,768.8911
"12/13/2021 04:00:00","EST","MILLWD",61759,260.1932
"12/13/2021 04:00:00","EST","N.Y.C.",61761,4170.0909
"12/13/2021 04:00:00","EST","NORTH",61755,613.2031
"12/13/2021 04:00:00","EST","WEST",61752,1466.199
"12/13/2021 05:00:00","EST","CAPITL",61757,1242.9043
"12/13/2021 05:00:00","EST","CENTRL",61754,1721.7751
"12/13/2021 05:00:00","EST","DUNWOD",61760,602.2609
"12/13/2021 05:00:00","EST","GENESE",61753,1004.7836
"12/13/2021 05:00:00","EST","HUD VL",61758,947.5557
"12/13/2021 05:00:00","EST","LONGIL",61762,1868.6969
"12/13/2021 05:00:00","EST","MHK VL",61756,834.428
"12/13/2021 05:00:00","EST","MILLWD",61759,285.3079
"12/13/2021 05:00:00","EST","N.Y.C.",61761,4415.4617
"12/13/2021 05:00:00","EST","NORTH",61755,643.32
"12/13/2021 05:00:00","EST","WEST",61752,1542.1036
"12/13/2021 06:00:00","EST","CAPITL",61757,1367.2375
"12/13/2021 06:00:00","EST","CENTRL",61754,1869.1545
"12/13/2021 06:00:00","EST","DUNWOD",61760,660.8249
"12/13/2021 06:00:00","EST","GENESE",61753,1106.1355
"12/13/2021 06:00:00","EST","HUD VL",61758,1040.03
"12/13/2021 06:00:00","EST","LONGIL",61762,2066.4908
"12/13/2021 06:00:00","EST","MHK VL",61756,934.5276
"12/13/2021 06:00:00","EST","MILLWD",61759,318.0757
"12/13/2021 06:00:00","EST","N.Y.C.",61761,4850.9107
"12/13/2021 06:00:00","EST","NORTH",61755,663.7676
"12/13/2021 06:00:00","EST","WEST",61752,1672.2433
"12/13/2021 07:00:00","EST","CAPITL",61757,1462.5494
"12/13/2021 07:00:00","EST","CENTRL",61754,1982.5676
"12/13/2021 07:00:00","EST","DUNWOD",61760,720.7205
"12/13/2021 07:00:00","EST","GENESE",61753,1187.9338
"12/13/2021 07:00:00","EST","HUD VL",61758,1105.7197
"12/13/2021 07:00:00","EST","LONGIL",61762,2206.1936
"12/13/2021 07:00:00","EST","MHK VL",61756,1000.7174
"12/13/2021 07:00:00","EST","MILLWD",61759,344.513
"12/13/2021 07:00:00","EST","N.Y.C.",61761,5283.8152
"12/13/2021 07:00:00","EST","NORTH",61755,679.0994
"12/13/2021 07:00:00","EST","WEST",61752,1772.2293
"12/13/2021 08:00:00","EST","CAPITL",61757,1459.5524
"12/13/2021 08:00:00","EST","CENTRL",61754,2001.9852
