"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"11/17/2022 00:00:00","EST","CAPITL",61757,1201.9903
"11/17/2022 00:00:00","EST","CENTRL",61754,1623.0816
"11/17/2022 00:00:00","EST","DUNWOD",61760,528.8704
"11/17/2022 00:00:00","EST","GENESE",61753,986.4994
"11/17/2022 00:00:00","EST","HUD VL",61758,907.9806
"11/17/2022 00:00:00","EST","LONGIL",61762,1756.7818
"11/17/2022 00:00:00","EST","MHK VL",61756,690.195
"11/17/2022 00:00:00","EST","MILLWD",61759,283.4508
"11/17/2022 00:00:00","EST","N.Y.C.",61761,4458.1765
"11/17/2022 00:00:00","EST","NORTH",61755,618.2267
"11/17/2022 00:00:00","EST","WEST",61752,1606.3925
"11/17/2022 01:00:00","EST","CAPITL",61757,1176.8174
"11/17/2022 01:00:00","EST","CENTRL",61754,1598.2707
"11/17/2022 01:00:00","EST","DUNWOD",61760,512.4142
"11/17/2022 01:00:00","EST","GENESE",61753,962.1411
"11/17/2022 01:00:00","EST","HUD VL",61758,877.8103
"11/17/2022 01:00:00","EST","LONGIL",61762,1696.1315
"11/17/2022 01:00:00","EST","MHK VL",61756,672.6198
"11/17/2022 01:00:00","EST","MILLWD",61759,276.7937
"11/17/2022 01:00:00","EST","N.Y.C.",61761,4295.8032
"11/17/2022 01:00:00","EST","NORTH",61755,612.7569
"11/17/2022 01:00:00","EST","WEST",61752,1547.1887
"11/17/2022 02:00:00","EST","CAPITL",61757,1163.7506
"11/17/2022 02:00:00","EST","CENTRL",61754,1585.4823
"11/17/2022 02:00:00","EST","DUNWOD",61760,498.4557
"11/17/2022 02:00:00","EST","GENESE",61753,943.4604
"11/17/2022 02:00:00","EST","HUD VL",61758,864.6953
"11/17/2022 02:00:00","EST","LONGIL",61762,1661.3778
"11/17/2022 02:00:00","EST","MHK VL",61756,667.8516
"11/17/2022 02:00:00","EST","MILLWD",61759,271.3988
"11/17/2022 02:00:00","EST","N.Y.C.",61761,4191.9206
"11/17/2022 02:00:00","EST","NORTH",61755,635.1639
"11/17/2022 02:00:00","EST","WEST",61752,1549.24
"11/17/2022 03:00:00","EST","CAPITL",61757,1170.4537
"11/17/2022 03:00:00","EST","CENTRL",61754,1582.052
"11/17/2022 03:00:00","EST","DUNWOD",61760,491.4488
"11/17/2022 03:00:00","EST","GENESE",61753,945.5502
"11/17/2022 03:00:00","EST","HUD VL",61758,864.6728
"11/17/2022 03:00:00","EST","LONGIL",61762,1653.6877
"11/17/2022 03:00:00","EST","MHK VL",61756,669.3539
"11/17/2022 03:00:00","EST","MILLWD",61759,271.2495
"11/17/2022 03:00:00","EST","N.Y.C.",61761,4155.6615
"11/17/2022 03:00:00","EST","NORTH",61755,639.5913
"11/17/2022 03:00:00","EST","WEST",61752,1544.5633
"11/17/2022 04:00:00","EST","CAPITL",61757,1193.5636
"11/17/2022 04:00:00","EST","CENTRL",61754,1613.8702
"11/17/2022 04:00:00","EST","DUNWOD",61760,495.1107
"11/17/2022 04:00:00","EST","GENESE",61753,967.501
"11/17/2022 04:00:00","EST","HUD VL",61758,879.0589
"11/17/2022 04:00:00","EST","LONGIL",61762,1688.5772
"11/17/2022 04:00:00","EST","MHK VL",61756,686.0387
"11/17/2022 04:00:00","EST","MILLWD",61759,281.0502
"11/17/2022 04:00:00","EST","N.Y.C.",61761,4192.0247
"11/17/2022 04:00:00","EST","NORTH",61755,652.1866
"11/17/2022 04:00:00","EST","WEST",61752,1564.9658
"11/17/2022 05:00:00","EST","CAPITL",61757,1264.9816
"11/17/2022 05:00:00","EST","CENTRL",61754,1704.5667
"11/17/2022 05:00:00","EST","DUNWOD",61760,522.1266
"11/17/2022 05:00:00","EST","GENESE",61753,1031.6268
"11/17/2022 05:00:00","EST","HUD VL",61758,934.7584
"11/17/2022 05:00:00","EST","LONGIL",61762,1803.2633
"11/17/2022 05:00:00","EST","MHK VL",61756,759.9528
"11/17/2022 05:00:00","EST","MILLWD",61759,297.5611
"11/17/2022 05:00:00","EST","N.Y.C.",61761,4428.4674
"11/17/2022 05:00:00","EST","NORTH",61755,679.93
"11/17/2022 05:00:00","EST","WEST",61752,1629.0153
"11/17/2022 06:00:00","EST","CAPITL",61757,1391.3213
"11/17/2022 06:00:00","EST","CENTRL",61754,1852.3274
"11/17/2022 06:00:00","EST","DUNWOD",61760,585.6943
"11/17/2022 06:00:00","EST","GENESE",61753,1135.0736
"11/17/2022 06:00:00","EST","HUD VL",61758,1037.2872
"11/17/2022 06:00:00","EST","LONGIL",61762,1995.882
"11/17/2022 06:00:00","EST","MHK VL",61756,860.2697
"11/17/2022 06:00:00","EST","MILLWD",61759,326.2574
"11/17/2022 06:00:00","EST","N.Y.C.",61761,4902.9105
"11/17/2022 06:00:00","EST","NORTH",61755,726.7117
"11/17/2022 06:00:00","EST","WEST",61752,1747.8041
"11/17/2022 07:00:00","EST","CAPITL",61757,1458.5849
"11/17/2022 07:00:00","EST","CENTRL",61754,1927.4165
"11/17/2022 07:00:00","EST","DUNWOD",61760,625.148
"11/17/2022 07:00:00","EST","GENESE",61753,1184.9047
"11/17/2022 07:00:00","EST","HUD VL",61758,1084.1017
"11/17/2022 07:00:00","EST","LONGIL",61762,2105.6278
"11/17/2022 07:00:00","EST","MHK VL",61756,899.3262
"11/17/2022 07:00:00","EST","MILLWD",61759,341.0845
"11/17/2022 07:00:00","EST","N.Y.C.",61761,5347.9794
"11/17/2022 07:00:00","EST","NORTH",61755,734.8112
"11/17/2022 07:00:00","EST","WEST",61752,1806.1401
"11/17/2022 08:00:00","EST","CAPITL",61757,1464.1053
"11/17/2022 08:00:00","EST","CENTRL",61754,1875.2329
"11/17/2022 08:00:00","EST","DUNWOD",61760,625.5613
"11/17/2022 08:00:00","EST","GENESE",61753,1196.4021
"11/17/2022 08:00:00","EST","HUD VL",61758,1053.9648
"11/17/2022 08:00:00","EST","LONGIL",61762,2061.771
"11/17/2022 08:00:00","EST","MHK VL",61756,891.709
"11/17/2022 08:00:00","EST","MILLWD",61759,327.694
"11/17/2022 08:00:00","EST","N.Y.C.",61761,5636.1098
"11/17/2022 08:00:00","EST","NORTH",61755,726.0111
"11/17/2022 08:00:00","EST","WEST",61752,1832.973
"11/17/2022 09:00:00","EST","CAPITL",61757,1432.4992
"11/17/2022 09:00:00","EST","CENTRL",61754,1820.0141
"11/17/2022 09:00:00","EST","DUNWOD",61760,623.8802
"11/17/2022 09:00:00","EST","GENESE",61753,1201.7805
"11/17/2022 09:00:00","EST","HUD VL",61758,1022.4985
"11/17/2022 09:00:00","EST","LONGIL",61762,1959.8681
"11/17/2022 09:00:00","EST","MHK VL",61756,894.1069
"11/17/2022 09:00:00","EST","MILLWD",61759,321.7611
"11/17/2022 09:00:00","EST","N.Y.C.",61761,5722.7374
"11/17/2022 09:00:00","EST","NORTH",61755,681.9178
"11/17/2022 09:00:00","EST","WEST",61752,1843.7546
"11/17/2022 10:00:00","EST","CAPITL",61757,1416.4579
"11/17/2022 10:00:00","EST","CENTRL",61754,1867.6831
"11/17/2022 10:00:00","EST","DUNWOD",61760,617.2336
"11/17/2022 10:00:00","EST","GENESE",61753,1160.5661
"11/17/2022 10:00:00","EST","HUD VL",61758,1018.3685
"11/17/2022 10:00:00","EST","LONGIL",61762,1892.9793
"11/17/2022 10:00:00","EST","MHK VL",61756,875.0292
"11/17/2022 10:00:00","EST","MILLWD",61759,320.4915
"11/17/2022 10:00:00","EST","N.Y.C.",61761,5753.9364
"11/17/2022 10:00:00","EST","NORTH",61755,709.1192
"11/17/2022 10:00:00","EST","WEST",61752,1846.0999
"11/17/2022 11:00:00","EST","CAPITL",61757,1366.3924
"11/17/2022 11:00:00","EST","CENTRL",61754,1863.8528
"11/17/2022 11:00:00","EST","DUNWOD",61760,613.1618
"11/17/2022 11:00:00","EST","GENESE",61753,1152.7675
"11/17/2022 11:00:00","EST","HUD VL",61758,937.2337
"11/17/2022 11:00:00","EST","LONGIL",61762,1891.4733
"11/17/2022 11:00:00","EST","MHK VL",61756,871.7292
"11/17/2022 11:00:00","EST","MILLWD",61759,308.4489
"11/17/2022 11:00:00","EST","N.Y.C.",61761,5798.4772
"11/17/2022 11:00:00","EST","NORTH",61755,714.8494
"11/17/2022 11:00:00","EST","WEST",61752,1844.5281
"11/17/2022 12:00:00","EST","CAPITL",61757,1332.5237
"11/17/2022 12:00:00","EST","CENTRL",61754,1828.6678
"11/17/2022 12:00:00","EST","DUNWOD",61760,622.6972
"11/17/2022 12:00:00","EST","GENESE",61753,1157.1873
"11/17/2022 12:00:00","EST","HUD VL",61758,929.4158
"11/17/2022 12:00:00","EST","LONGIL",61762,1899.8039
"11/17/2022 12:00:00","EST","MHK VL",61756,878.0915
"11/17/2022 12:00:00","EST","MILLWD",61759,303.3895
"11/17/2022 12:00:00","EST","N.Y.C.",61761,5758.5835
"11/17/2022 12:00:00","EST","NORTH",61755,716.4613
"11/17/2022 12:00:00","EST","WEST",61752,1865.8686
"11/17/2022 13:00:00","EST","CAPITL",61757,1337.7992
"11/17/2022 13:00:00","EST","CENTRL",61754,1822.9663
"11/17/2022 13:00:00","EST","DUNWOD",61760,634.5774
"11/17/2022 13:00:00","EST","GENESE",61753,1211.1443
"11/17/2022 13:00:00","EST","HUD VL",61758,976.4189
"11/17/2022 13:00:00","EST","LONGIL",61762,1915.2839
"11/17/2022 13:00:00","EST","MHK VL",61756,885.5557
"11/17/2022 13:00:00","EST","MILLWD",61759,315.5796
"11/17/2022 13:00:00","EST","N.Y.C.",61761,5748.3374
"11/17/2022 13:00:00","EST","NORTH",61755,709.3733
"11/17/2022 13:00:00","EST","WEST",61752,1878.5141
"11/17/2022 14:00:00","EST","CAPITL",61757,1387.1879
"11/17/2022 14:00:00","EST","CENTRL",61754,1885.8439
"11/17/2022 14:00:00","EST","DUNWOD",61760,638.9568
"11/17/2022 14:00:00","EST","GENESE",61753,1215.744
"11/17/2022 14:00:00","EST","HUD VL",61758,1049.4175
"11/17/2022 14:00:00","EST","LONGIL",61762,2015.9068
"11/17/2022 14:00:00","EST","MHK VL",61756,899.0388
"11/17/2022 14:00:00","EST","MILLWD",61759,319.9037
"11/17/2022 14:00:00","EST","N.Y.C.",61761,5771.9804
"11/17/2022 14:00:00","EST","NORTH",61755,714.3017
"11/17/2022 14:00:00","EST","WEST",61752,1858.5622
"11/17/2022 15:00:00","EST","CAPITL",61757,1441.8237
"11/17/2022 15:00:00","EST","CENTRL",61754,1926.8029
"11/17/2022 15:00:00","EST","DUNWOD",61760,660.767
"11/17/2022 15:00:00","EST","GENESE",61753,1234.5174
"11/17/2022 15:00:00","EST","HUD VL",61758,1118.4423
"11/17/2022 15:00:00","EST","LONGIL",61762,2164.1208
"11/17/2022 15:00:00","EST","MHK VL",61756,920.8794
"11/17/2022 15:00:00","EST","MILLWD",61759,327.201
"11/17/2022 15:00:00","EST","N.Y.C.",61761,5861.7803
"11/17/2022 15:00:00","EST","NORTH",61755,715.7604
"11/17/2022 15:00:00","EST","WEST",61752,1836.8301
"11/17/2022 16:00:00","EST","CAPITL",61757,1533.6766
"11/17/2022 16:00:00","EST","CENTRL",61754,2001.7803
"11/17/2022 16:00:00","EST","DUNWOD",61760,695.397
"11/17/2022 16:00:00","EST","GENESE",61753,1278.5659
"11/17/2022 16:00:00","EST","HUD VL",61758,1198.4363
"11/17/2022 16:00:00","EST","LONGIL",61762,2364.4009
"11/17/2022 16:00:00","EST","MHK VL",61756,970.0981
"11/17/2022 16:00:00","EST","MILLWD",61759,366.7191
"11/17/2022 16:00:00","EST","N.Y.C.",61761,6013.8749
"11/17/2022 16:00:00","EST","NORTH",61755,733.8063
"11/17/2022 16:00:00","EST","WEST",61752,1865.8869
"11/17/2022 17:00:00","EST","CAPITL",61757,1598.1936
"11/17/2022 17:00:00","EST","CENTRL",61754,2111.4742
"11/17/2022 17:00:00","EST","DUNWOD",61760,731.272
"11/17/2022 17:00:00","EST","GENESE",61753,1310.3472
"11/17/2022 17:00:00","EST","HUD VL",61758,1260.6523
"11/17/2022 17:00:00","EST","LONGIL",61762,2531.0969
"11/17/2022 17:00:00","EST","MHK VL",61756,1014.224
"11/17/2022 17:00:00","EST","MILLWD",61759,396.1833
"11/17/2022 17:00:00","EST","N.Y.C.",61761,6153.8065
"11/17/2022 17:00:00","EST","NORTH",61755,758.8662
"11/17/2022 17:00:00","EST","WEST",61752,1947.8922
"11/17/2022 18:00:00","EST","CAPITL",61757,1582.661
"11/17/2022 18:00:00","EST","CENTRL",61754,2087.6445
"11/17/2022 18:00:00","EST","DUNWOD",61760,731.2646
"11/17/2022 18:00:00","EST","GENESE",61753,1290.0409
"11/17/2022 18:00:00","EST","HUD VL",61758,1251.4695
"11/17/2022 18:00:00","EST","LONGIL",61762,2531.8558
"11/17/2022 18:00:00","EST","MHK VL",61756,1007.4263
"11/17/2022 18:00:00","EST","MILLWD",61759,402.5425
"11/17/2022 18:00:00","EST","N.Y.C.",61761,6021.7807
"11/17/2022 18:00:00","EST","NORTH",61755,751.9004
"11/17/2022 18:00:00","EST","WEST",61752,1925.4257
"11/17/2022 19:00:00","EST","CAPITL",61757,1545.163
"11/17/2022 19:00:00","EST","CENTRL",61754,2054.0718
"11/17/2022 19:00:00","EST","DUNWOD",61760,705.2064
"11/17/2022 19:00:00","EST","GENESE",61753,1257.4235
"11/17/2022 19:00:00","EST","HUD VL",61758,1228.4517
"11/17/2022 19:00:00","EST","LONGIL",61762,2462.3838
"11/17/2022 19:00:00","EST","MHK VL",61756,969.1878
"11/17/2022 19:00:00","EST","MILLWD",61759,390.2083
"11/17/2022 19:00:00","EST","N.Y.C.",61761,5860.2807
"11/17/2022 19:00:00","EST","NORTH",61755,758.1242
"11/17/2022 19:00:00","EST","WEST",61752,1907.439
"11/17/2022 20:00:00","EST","CAPITL",61757,1486.9039
"11/17/2022 20:00:00","EST","CENTRL",61754,1975.3541
"11/17/2022 20:00:00","EST","DUNWOD",61760,678.4457
"11/17/2022 20:00:00","EST","GENESE",61753,1212.3063
"11/17/2022 20:00:00","EST","HUD VL",61758,1191.9905
"11/17/2022 20:00:00","EST","LONGIL",61762,2377.4645
"11/17/2022 20:00:00","EST","MHK VL",61756,930.4346
"11/17/2022 20:00:00","EST","MILLWD",61759,374.7648
"11/17/2022 20:00:00","EST","N.Y.C.",61761,5662.8395
"11/17/2022 20:00:00","EST","NORTH",61755,731.3622
"11/17/2022 20:00:00","EST","WEST",61752,1856.8777
"11/17/2022 21:00:00","EST","CAPITL",61757,1409.9813
"11/17/2022 21:00:00","EST","CENTRL",61754,1851.3898
"11/17/2022 21:00:00","EST","DUNWOD",61760,650.6071
"11/17/2022 21:00:00","EST","GENESE",61753,1156.6345
"11/17/2022 21:00:00","EST","HUD VL",61758,1131.4872
"11/17/2022 21:00:00","EST","LONGIL",61762,2251.5781
"11/17/2022 21:00:00","EST","MHK VL",61756,879.5369
"11/17/2022 21:00:00","EST","MILLWD",61759,351.4771
"11/17/2022 21:00:00","EST","N.Y.C.",61761,5443.2049
"11/17/2022 21:00:00","EST","NORTH",61755,708.8116
"11/17/2022 21:00:00","EST","WEST",61752,1754.6369
"11/17/2022 22:00:00","EST","CAPITL",61757,1326.4368
"11/17/2022 22:00:00","EST","CENTRL",61754,1734.3137
"11/17/2022 22:00:00","EST","DUNWOD",61760,608.7909
"11/17/2022 22:00:00","EST","GENESE",61753,1080.3472
"11/17/2022 22:00:00","EST","HUD VL",61758,1066.0352
"11/17/2022 22:00:00","EST","LONGIL",61762,2074.2279
"11/17/2022 22:00:00","EST","MHK VL",61756,830.0504
"11/17/2022 22:00:00","EST","MILLWD",61759,323.8617
"11/17/2022 22:00:00","EST","N.Y.C.",61761,5146.2222
"11/17/2022 22:00:00","EST","NORTH",61755,694.3508
"11/17/2022 22:00:00","EST","WEST",61752,1682.1929
"11/17/2022 23:00:00","EST","CAPITL",61757,1264.6906
"11/17/2022 23:00:00","EST","CENTRL",61754,1661.9992
"11/17/2022 23:00:00","EST","DUNWOD",61760,562.6079
"11/17/2022 23:00:00","EST","GENESE",61753,1028.3694
"11/17/2022 23:00:00","EST","HUD VL",61758,999.4312
"11/17/2022 23:00:00","EST","LONGIL",61762,1924.963
"11/17/2022 23:00:00","EST","MHK VL",61756,777.8892
"11/17/2022 23:00:00","EST","MILLWD",61759,300.2213
"11/17/2022 23:00:00","EST","N.Y.C.",61761,4807.1779
"11/17/2022 23:00:00","EST","NORTH",61755,694.7166
"11/17/2022 23:00:00","EST","WEST",61752,1609.1676
