"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"05/30/2023 00:00:00","EDT","CAPITL",61757,1145.9666
"05/30/2023 00:00:00","EDT","CENTRL",61754,1414.5843
"05/30/2023 00:00:00","EDT","DUNWOD",61760,476.3244
"05/30/2023 00:00:00","EDT","GENESE",61753,836.0785
"05/30/2023 00:00:00","EDT","HUD VL",61758,834.2879
"05/30/2023 00:00:00","EDT","LONGIL",61762,1719.674
"05/30/2023 00:00:00","EDT","MHK VL",61756,632.4917
"05/30/2023 00:00:00","EDT","MILLWD",61759,215.6983
"05/30/2023 00:00:00","EDT","N.Y.C.",61761,4290.7952
"05/30/2023 00:00:00","EDT","NORTH",61755,570.8575
"05/30/2023 00:00:00","EDT","WEST",61752,1411.0691
"05/30/2023 01:00:00","EDT","CAPITL",61757,1090.9584
"05/30/2023 01:00:00","EDT","CENTRL",61754,1366.0626
"05/30/2023 01:00:00","EDT","DUNWOD",61760,447.4062
"05/30/2023 01:00:00","EDT","GENESE",61753,803.2139
"05/30/2023 01:00:00","EDT","HUD VL",61758,780.0005
"05/30/2023 01:00:00","EDT","LONGIL",61762,1638.2943
"05/30/2023 01:00:00","EDT","MHK VL",61756,613.6719
"05/30/2023 01:00:00","EDT","MILLWD",61759,207.2269
"05/30/2023 01:00:00","EDT","N.Y.C.",61761,4100.8427
"05/30/2023 01:00:00","EDT","NORTH",61755,568.0227
"05/30/2023 01:00:00","EDT","WEST",61752,1362.1813
"05/30/2023 02:00:00","EDT","CAPITL",61757,1052.852
"05/30/2023 02:00:00","EDT","CENTRL",61754,1337.162
"05/30/2023 02:00:00","EDT","DUNWOD",61760,435.5107
"05/30/2023 02:00:00","EDT","GENESE",61753,784.4056
"05/30/2023 02:00:00","EDT","HUD VL",61758,756.3499
"05/30/2023 02:00:00","EDT","LONGIL",61762,1584.3767
"05/30/2023 02:00:00","EDT","MHK VL",61756,607.4909
"05/30/2023 02:00:00","EDT","MILLWD",61759,192.2863
"05/30/2023 02:00:00","EDT","N.Y.C.",61761,3973.6153
"05/30/2023 02:00:00","EDT","NORTH",61755,569.3954
"05/30/2023 02:00:00","EDT","WEST",61752,1327.4528
"05/30/2023 03:00:00","EDT","CAPITL",61757,1051.0786
"05/30/2023 03:00:00","EDT","CENTRL",61754,1328.5884
"05/30/2023 03:00:00","EDT","DUNWOD",61760,437.4451
"05/30/2023 03:00:00","EDT","GENESE",61753,781.8054
"05/30/2023 03:00:00","EDT","HUD VL",61758,740.1648
"05/30/2023 03:00:00","EDT","LONGIL",61762,1559.7416
"05/30/2023 03:00:00","EDT","MHK VL",61756,603.9709
"05/30/2023 03:00:00","EDT","MILLWD",61759,191.0312
"05/30/2023 03:00:00","EDT","N.Y.C.",61761,3893.1575
"05/30/2023 03:00:00","EDT","NORTH",61755,566.5698
"05/30/2023 03:00:00","EDT","WEST",61752,1311.5422
"05/30/2023 04:00:00","EDT","CAPITL",61757,1064.2326
"05/30/2023 04:00:00","EDT","CENTRL",61754,1328.0239
"05/30/2023 04:00:00","EDT","DUNWOD",61760,441.67
"05/30/2023 04:00:00","EDT","GENESE",61753,801.373
"05/30/2023 04:00:00","EDT","HUD VL",61758,751.2424
"05/30/2023 04:00:00","EDT","LONGIL",61762,1583.077
"05/30/2023 04:00:00","EDT","MHK VL",61756,615.6056
"05/30/2023 04:00:00","EDT","MILLWD",61759,181.1808
"05/30/2023 04:00:00","EDT","N.Y.C.",61761,3902.2053
"05/30/2023 04:00:00","EDT","NORTH",61755,570.9547
"05/30/2023 04:00:00","EDT","WEST",61752,1323.4343
"05/30/2023 05:00:00","EDT","CAPITL",61757,1104.164
"05/30/2023 05:00:00","EDT","CENTRL",61754,1392.3905
"05/30/2023 05:00:00","EDT","DUNWOD",61760,457.5067
"05/30/2023 05:00:00","EDT","GENESE",61753,843.2777
"05/30/2023 05:00:00","EDT","HUD VL",61758,767.1381
"05/30/2023 05:00:00","EDT","LONGIL",61762,1647.49
"05/30/2023 05:00:00","EDT","MHK VL",61756,656.9613
"05/30/2023 05:00:00","EDT","MILLWD",61759,197.2133
