bus_id,charge_capacity_MW,storage_capacity_mwh
38,797.8490854622868,867.2293572214667
47,398.9245427311434,433.61467861073334
48,315.863140239244,877.9602606155767
49,631.726280478488,1755.9205212311533
53,793.6485090996599,2587.9828985143736
55,588.3136425424767,1382.0443423856368
61,1176.6272850849534,2764.0886847712736
62,396.82425454982996,1293.9914492571868
73,680.915766490058,1026.67637821669
81,146.13430743542065,247.16655787726134
82,73.06715371771033,123.58327893863067
