GEN_TYPE,GEN_BUS,PG,QG,QMAX,QMIN,VG,MBASE,GEN_STATUS,PMAX,PMIN,PC1,PC2,QC1MIN,QC1MAX,QC2MIN,QC2MAX,RAMP_AGC,RAMP_10,RAMP_30,RAMP_Q,APF
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,20.0,0.0,0,0,0,0,0,0,0.33333333,3.3333333,10.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,16.3,0.0,0,0,0,0,0,0,0.27166667,2.7166667,8.15,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,16.3,0.0,0,0,0,0,0,0,0.27166667,2.7166667,8.15,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,16.3,0.0,0,0,0,0,0,0,0.27166667,2.7166667,8.15,0,0
Steam Turbine,60,0.0,0.0,9999,-9999,1.0,100,1,28.7,0.0,0,0,0,0,0,0,0.47833333,4.7833333,14.35,0,0
Steam Turbine,60,0.0,0.0,9999,-9999,1.0,100,1,25.0,0.0,0,0,0,0,0,0,0.41666667,4.1666667,12.5,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,22.0,0.0,0,0,0,0,0,0,0.36666667,3.6666667,11.0,0,0
Combustion Turbine,80,0.0,0.0,9999,-9999,1.0,100,1,16.0,0.0,0,0,0,0,0,0,0.26666667,2.6666667,8.0,0,0
Combustion Turbine,82,0.0,0.0,9999,-9999,1.0,100,1,18.6,0.0,0,0,0,0,0,0,0.31,3.1,9.3,0,0
Jet Engine,82,0.0,0.0,9999,-9999,1.0,100,1,25.0,0.0,0,0,0,0,0,0,0.41666667,4.1666667,12.5,0,0
Jet Engine,82,0.0,0.0,9999,-9999,1.0,100,1,25.0,0.0,0,0,0,0,0,0,0.41666667,4.1666667,12.5,0,0
Combustion Turbine,80,0.0,0.0,9999,-9999,1.0,100,1,11.5,0.0,0,0,0,0,0,0,0.19166667,1.9166667,5.75,0,0
Combustion Turbine,80,0.0,0.0,9999,-9999,1.0,100,1,52.9,0.0,0,0,0,0,0,0,0.88166667,8.8166667,26.45,0,0
Jet Engine,80,0.0,0.0,9999,-9999,1.0,100,1,18.6,0.0,0,0,0,0,0,0,0.31,3.1,9.3,0,0
Combustion Turbine,39,0.0,0.0,9999,-9999,1.0,100,1,21.6,0.0,0,0,0,0,0,0,0.36,3.6,10.8,0,0
Combustion Turbine,80,0.0,0.0,9999,-9999,1.0,100,1,14.0,0.0,0,0,0,0,0,0,0.23333333,2.3333333,7.0,0,0
Internal Combustion,45,0.0,0.0,9999,-9999,1.0,100,1,0.6,0.0,0,0,0,0,0,0,0.01,0.1,0.3,0,0
Nuclear,53,581.7,0.0,9999,-9999,1.0,100,1,581.7,0.0,0,0,0,0,0,0,5.817,58.17,174.51,0,0
Nuclear,50,854.5,0.0,9999,-9999,1.0,100,1,854.5,0.0,0,0,0,0,0,0,8.545,85.45,256.35,0,0
Nuclear,50,629.0,0.0,9999,-9999,1.0,100,1,629.0,0.0,0,0,0,0,0,0,6.29,62.9,188.7,0,0
Nuclear,50,1299.0,0.0,9999,-9999,1.0,100,1,1299.0,0.0,0,0,0,0,0,0,12.99,129.9,389.7,0,0
Nuclear,74,1066.6331,0.0,9999,-9999,1.0,100,1,1025.9,0.0,0,0,0,0,0,0,10.259,102.59,307.77,0,0
Nuclear,74,1039.9,0.0,9999,-9999,1.0,100,1,1039.9,0.0,0,0,0,0,0,0,10.399,103.99,311.97,0,0
Hydro,55,1663.0941,0.0,9999,-9999,1.0,100,1,2460.0,0.0,0,0,0,0,0,0,221.4,2214.0,2460.0,0,0
Hydro,48,781.76747,0.0,9999,-9999,1.0,100,1,856.0,0.0,0,0,0,0,0,0,77.04,770.4,856.0,0,0
Import,21,948.9982,215.117,999,-999,1.0486,750,1,2135.2459,0.0,0,0,0,0,0,0,7.1174865,71.174865,213.52459,0,0
Import,29,922.71825,208.118,999,-999,1.0593,700,1,2076.1161,0.0,0,0,0,0,0,0,6.9203869,69.203869,207.61161,0,0
Import,29,403.90823,10.788,999,-999,1.0157,300,1,908.79352,0.0,0,0,0,0,0,0,3.0293117,30.293117,90.879352,0,0
Import,29,330.47037,8.827,9999,-9999,1.0157,300,1,743.55834,0.0,0,0,0,0,0,0,2.4785278,24.785278,74.355834,0,0
Import,29,1021.9981,261.533,999,-999,1.07625,800,1,2299.4956,0.0,0,0,0,0,0,0,7.6649854,76.649854,229.94956,0,0
Import,29,817.59845,108.222,999,-999,1.06,650,1,1839.5965,0.0,0,0,0,0,0,0,6.1319884,61.319884,183.95965,0,0
Import,29,1167.9978,27.488,999,-999,1.0455,900,1,2627.995,0.0,0,0,0,0,0,0,8.7599834,87.599834,262.7995,0,0
Import,29,788.3985,37.044,999,-999,1.0455,600,1,1773.8966,0.0,0,0,0,0,0,0,5.9129888,59.129888,177.38966,0,0
Import,35,808.83846,217.901,999,-999,1.0486,650,1,1819.8865,0.0,0,0,0,0,0,0,6.0662885,60.662885,181.98865,0,0
Import,103,3037.2136,251.799,999,-999,1.0,1900,1,6833.7305,0.0,0,0,0,0,0,0,22.779102,227.79102,683.37305,0,0
Import,103,1711.884,1082.086,9999,-9999,1.04,100,1,3851.739,0.0,0,0,0,0,0,0,12.83913,128.3913,385.1739,0,0
Import,103,828.33097,324.468,999,-999,1.04,100,1,1863.7447,0.0,0,0,0,0,0,0,6.2124823,62.124823,186.37447,0,0
Import,103,1104.4413,96.902,999,-999,1.04,100,1,2484.9929,0.0,0,0,0,0,0,0,8.2833097,82.833097,248.49929,0,0
Import,100,1076.8303,33.013,999,-999,1.04,650,1,2422.8681,0.0,0,0,0,0,0,0,8.076227,80.76227,242.28681,0,0
Import,103,2208.8826,506.878,999,-999,1.05,1350,1,4969.9858,0.0,0,0,0,0,0,0,16.566619,165.66619,496.99858,0,0
Import,132,880.39827,269.536,999,-999,1.02,100,1,1980.8961,0.0,0,0,0,0,0,0,6.602987,66.02987,198.08961,0,0
Import,132,880.39827,145.624,999,-999,1.0,100,1,1980.8961,0.0,0,0,0,0,0,0,6.602987,66.02987,198.08961,0,0
Import,132,1120.5069,57.157,999,-999,1.02,100,1,2521.1405,0.0,0,0,0,0,0,0,8.4038017,84.038017,252.11405,0,0
Import,132,232.105,157.85,999,-999,1.04,100,1,522.23625,0.0,0,0,0,0,0,0,1.7407875,17.407875,52.223625,0,0
Import,132,248.11224,127.774,999,-999,1.05,100,1,558.25254,0.0,0,0,0,0,0,0,1.8608418,18.608418,55.825254,0,0
Import,132,1048.4743,58.623,999,-999,1.01,100,1,2359.0672,0.0,0,0,0,0,0,0,7.8635573,78.635573,235.90672,0,0
Import,132,784.35482,-467.86,999,-999,1.02,100,1,1764.7983,0.0,0,0,0,0,0,0,5.8826612,58.826612,176.47983,0,0
Import,132,2721.231,-141.013,999,-999,1.02,100,1,6122.7698,0.0,0,0,0,0,0,0,20.409233,204.09233,612.27698,0,0
Import,134,1408.6372,43.093,999,-999,1.03,100,1,3169.4338,0.0,0,0,0,0,0,0,10.564779,105.64779,316.94338,0,0
Import,132,3729.6872,-100.279,999,-999,1.02,100,1,8391.7962,0.0,0,0,0,0,0,0,27.972654,279.72654,839.17962,0,0
Import,134,112.05069,174.6,999,-999,1.04,100,1,252.11405,0.0,0,0,0,0,0,0,0.84038017,8.4038017,25.211405,0,0
Import,132,184.08327,18.439,999,-999,1.01,100,1,414.18737,0.0,0,0,0,0,0,0,1.3806246,13.806246,41.418737,0,0
Import,48,329.76923,0.0,9999,-9999,1.0,100,1,1500.0,-1100.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
